CWI_ID,TCMBank_ID,level1_name_en,level2_name,TCM_name,TCM_name_en,Herb_pinyin_name,Herb_latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id,Herb_ID
CWIHE008865,TCMBANKHE008865,,,蔓生卷柏,David’s Spikemoss,MAN SHENG JUAN BAI,Selaginella davidii,,,whole herb,"To clear heat and disinhibit damp, soothe sinews and quicken network vessels.","Hepatitis, diarrhea, rheumatic arthritis, scalds, bleeding due to external injury.",,,,,,2876,,,HERB003732
CWIHE008866,TCMBANKHE008866,,,夏雪片莲,Summer Snowflake,XIA XUE PIAN LIAN,,,,,,,,,,,,1495,,,HERB005948
CWIHE008867,TCMBANKHE008867,,,北越钩藤,North Viet-Nam Gambirplant,BEI YUE GOU TENG,Uncaria homomalla,,,root,"To dispel wind and free network vessels, calm liver and extinguish wind.","Rheumatic arthritis, sciatica, knocks and falls, fracture,bleeding due to external injury, hypertension, hemicrania [ = hemilateral headache], infant fright wind, prolapse of rectum.",,,,,,2439,,,HERB000412
CWIHE008868,TCMBANKHE008868,,,南天竹叶,Common Nandina Leaf,NAN TIAN ZHU YE,Nandina domestica,,,leaf,"To clear heat and disinhibit damp, drain fire, resolve toxin.","Lung heat cough, pertussis, heat strangury, hematuria, red eyes with gall, sore and welling abscess, scrofula.",,,,,,6578,,,HERB004114
CWIHE008869,TCMBANKHE008869,,,绵马贯众,Male Fern Rhizome,MIAN MA GUAN ZHONG,Rhizoma Dryopteris Crassirhizomae,Minor cold; Bitter,Stomach; Liver,Dryopteris crassirhizo a Nakai.,"Treament of abdomen pain due to intestinal worms, sores, uterine bleeding (drug carbonizing).","Treament of abdomen pain due to intestinal worms, sores, uterine bleeding (drug carbonizing).",Toxic,,,,SMHB00150,2994,,509,HERB003961
CWIHE008870,TCMBANKHE008870,,,日本乌头,Japanese Monkshood,RI BEN WU TOU,Aconitum japonicum,,,,,,,,,,,1230,,,HERB004672
CWIHE008871,TCMBANKHE008871,,,麝香百合,Longflower Lily,SHE XIANG BAI HE,,,,,,,,,,,,7059,,,HERB004985
CWIHE008872,TCMBANKHE008872,,,直立婆婆纳,Common Speedwell,,,,,,,,,,,,,,,,
CWIHE008873,TCMBANKHE008873,,,印度蛇菰,Indian Balanophora,YIN DU SHE GU,Balanophora indica [Syn. Langodorffia indica],,,,,,,,,,,8025,,,HERB006608
CWIHE008874,TCMBANKHE008874,,,畦畔莎草,Asidefield Galingale,QI PAN SHA CAO,Cyperus haspan,,,,,,,,,,,6599,,,HERB004435
CWIHE008875,TCMBANKHE008875,,,梯牧草,Timothy,TI MU CAO,Phleum pratense,,,whole herb,,"Indigestion, diarrhea, dysentery, dribbling pain of urination.",,,,,,7530,,,HERB005427
CWIHE008876,TCMBANKHE008876,,,小野花,Bridalwreath Spiraea Equivalent plant: Spiraea thu,XIAO YE HUA,Spiraea prunifolia,,,root,"To disinhibit throat and disperse swelling, dispel wind and relieve pain.","Swelling pain in throat, wind-damp impediment pain.",,,,,,3575,,,HERB006169
CWIHE008877,TCMBANKHE008877,,,德国鸢尾,German Iris,DE GUO YUAN WEI,Iris germanica,,,,,,,,,,,2614,,,HERB001227
CWIHE008878,TCMBANKHE008878,,,川滇金丝桃,Forrest’s StJohn’swort,CHUAN DIAN JIN SI TAO,Hypericum forrestii,,,,,,,,,,,4483,,,HERB000854
CWIHE008879,TCMBANKHE008879,,,大果柏木,Montery Cypress,DA GUO BAI MU,Cupressus macrocarpa,,,,,,,,,,,8142,,,HERB001036
CWIHE008880,TCMBANKHE008880,,,单叶蔓荆子,Simpleleaf Shrub Chastetree Fruit,DAN YE MAN JING ZI,Vitex rotundifolia [Syn. Vitex trifollia var. simplicifolia ],,,seed,See Vitex trifolia.,See Vitex trifolia .,,,,,,6012,,,HERB001199
CWIHE008881,TCMBANKHE008881,,,无爷藤,Filiform Cassytha,,,,,,,,,,,,,,,,
CWIHE008882,TCMBANKHE008882,,,大叶南洋参,Bigleaf Polyscias,DA YE NAN YANG SHEN,Polyscias amplifolia,,,,,,,,,,,4005,,,HERB001141
CWIHE008883,TCMBANKHE008883,,,针葵,Canary Island Date-palm,ZHEN KUI,Phoenix canariensis,,,,,,,,,,,3199,,,HERB006961
CWIHE008884,TCMBANKHE008884,,,囊状紫檀,Vengai Padauk,NANG ZHUANG ZI TAN,Pterocarpus marsupium,,,,,,,,,,,3628,,,HERB004126
CWIHE008885,TCMBANKHE008885,,,疣点卫矛,Verrucatespot Euonymus,YOU DIAN WEI MAO,Euonymus verrucosides,,,,,,,,,,,6268,,,HERB006675
CWIHE008886,TCMBANKHE008886,,,车桑仔叶,Clammy Hopseedbush Leaf,,,,,,,,,,,,,,,,
CWIHE008887,TCMBANKHE008887,,,巨人柱,,JU REN ZHU,Carnegiea gigantea,,,,,,,,,,,4407,,,HERB003046
CWIHE008888,TCMBANKHE008888,,,臭柏,Savin,CHOU BAI,Sabina vulgaris,,,branchlet or cone,"To dispel wind and eliminate damp, quicken blood and relieve pain.","Wind-damp impediment pain, itchy skin, headache, cough.",,,,,,2836,,,HERB000825
CWIHE008889,TCMBANKHE008889,,,铁力木,Common Mesua,TIE LI MU,Mesua ferrea,,,"bark, flower and seed","To relieve cough and dispel phlegm, resolve toxin and disperse swelling.","Cough with profuse phlegm, swelling of sore welling abscess and boil, bleeding from hemorrhoids, scalds, poisonous snake bite.",,,,,,1788,,,HERB005501
CWIHE008890,TCMBANKHE008890,,,红草,Prince’s-feather,HONG CAO,Polygonum orientale,,,herb,"To dispel wind and eliminate damp, clear heat and resolve toxin, quicken blood, interrupt malaria.","Infections, rheumatic arthritis, malaria, mounting qi, beriberi, swelling of sores.",,,,,,4465,,,HERB002255
CWIHE008891,TCMBANKHE008891,,,卵圆长春花,Oval Periwinkle,LUAN YUAN CHANG CHUN HUA,Catharanthus ovalis,,,,,,,,,,,2176,,,HERB003567
CWIHE008892,TCMBANKHE008892,,,月桂小檗;月桂小波,Laurel-like Barberry,YUE GUI XIAO BO,Berberis laurina,,,,,,,,,,,3798,,,HERB006805
CWIHE008893,TCMBANKHE008893,,,人参芦,Ginseng Reed,REN SHEN LU,Panax ginseng [Syn. Panax schinseng ],,,rhizome,To upbear yang and raise fall.,"Spleen vacuity qi fall, enduring diarrhea, prolapse of rectum.",,,,,,1194,,,HERB004612
CWIHE008894,TCMBANKHE008894,,,大叶菊,Largeleaf Pipper;Tansy Chrysanthemum ,DA YE JU,Piper laetispicum,,,whole herb,"To quicken blood, disperse swelling, relieve pain.","Knocks and falls, static blood swelling pain.",,,,,,6197,,,HERB001134
CWIHE008895,TCMBANKHE008895,,,血余,Human Hair,XUE YU,Homo sapiens,,,human hair,To dispel stasis and stanch bleeding.,"Blood ejection, nosebleed(epistaxis), gum hemorrhage, blood dysentery, blood strangury, flooding and spotting.",,,,,,4964,,,HERB006304
CWIHE008896,TCMBANKHE008896,,,黄杨木叶,Chinese Box Juvenile Leaf,HUANG YANG MU YE,Buxus microphylla var. sinica,,,tender leaf,"To clear heat and resolve toxin, dissipate binds and disperse swelling.","Wind-damp impediment pain, qi distention in chest and abdomen, mounting qi , toothache, painful wound from knocks and falls.",,,,,,4898,,,HERB002586
CWIHE008897,TCMBANKHE008897,,,湖北黄精,Hubei Landpick,HU BEI HUANG JING,Polygonatum zanlanscianense,,,,,,,,,,,2258,,,HERB002356
CWIHE008898,TCMBANKHE008898,,,炙红芪,Prepared Manyinflorescenced Sweetvetch Root,ZHI HONG QI,Radix Hedysari Preparata,,,Radix Hedysair,"Treatment of deficiency of qi with lack of strength, anorexia and loose stools, sinking of the spleen qi marked by protracted diarrhea and prolapse of the rectum, hematochezia and abnormal uterine bleeding, spontaneous sweating due to weakened superficial resistance, edema due to deficiency of qi , abscess or boil difficult to burst, anemia, diabetes mellitus, albuminuria in chronic nephritis.",to promote the drainage of pus and the growth of new tissue.,,to promote the drainage of pus and the growth of new tissue.,For tonifying weakness,补虚,,1418,,1086,HERB006995
CWIHE008899,TCMBANKHE008899,,,炙黄芪,Prepared Manyinflorescenced Sweetvetch Root,ZHI HUANG QI,Radix Astragali seu Hedysari Praeparata,Minor Warm; Sweet,Lung; Spleen,Hedysarum polybotrys Hand.,"Treatment of deficiency of qi with lack of strength, anorexia and stools, sinking of the spleen qi manifested by chronic diarrhea, prolapse of the rectum, hematochezi and abnormal uterine bleeding, spontaneous sweating due to weakened superficial resistance, edema due to deficiency of qi, abscess difficult to burst or heal, anemia, diabetes caused by internal heat, albuminuria in chronic nephritis, diabetes mellitus.Radix Astragali (processed with honey) Deficiency of qi with lack of strength, anorexia and loose stools.",1. Increasing the amount of leukocytes and polymorphoctyes in peripheral blood and promoting lymphocyte-blastogenesis. 2. Its polysaccharide promotes the healing of skin ulcer. 3. Cardiotonic. 4. Dilating coronary artery and capillaries.,,1. Increasing the amount of leukocytes and polymorphoctyes in peripheral blood and promoting lymphocyte-blastogenesis. 2. Its polysaccharide promotes the healing of skin ulcer. 3. Cardiotonic. 4. Dilating coronary artery and capillaries.,For tonifying weakness,补虚,,4175,,854,HERB006998
CWIHE008900,TCMBANKHE008900,,,沙冬青,Mongolian Ammopiptanthus Equivalent plant: Piptanthus nanus,SHA DONG QING,Ammopiptanthus mongolicus [Syn. Piptanthus mongolicus],,,stem-leaf,"To dispel wind and eliminate damp, soothe sinews and quicken blood.","Rheumatic pain in joints, frostbite.",,,,,,6684,,,HERB004847
CWIHE008901,TCMBANKHE008901,,,太子参,Heterophylly Falsestarwort Root;HeterophyIIa FaIsestarwort,TAI ZI SHEN,Radix Pseudostellariae,Mild; Sweet; Slightly Bitter,Lung; Spleen,,"To replenish qi and invigorate the spleen function, and topromote fluid secretion and moisten the lung.","Treatment of hypofunction of the spleen with lassitude and anorexia, debility and deficiency of qi and yin marked by spontaneous sweating and thirst during convalescence dry cough due to dryness of the lung.",,,Qi Reinforcing Drugs,补气药,SMHB00388,4211,388,682,HERB005390
CWIHE008902,TCMBANKHE008902,,,炒山甲;炒山甲珠,Anteater scales Preparata,CHAO SHAN JIA;CHAO SHAN JIA ZHU,Squama manitis,Minor cold; Salty,Stomach; Liver,Manis pentadactyla Linnaeus,"Treatment of amenorrhea with mass formation in the abdomen, galactostasis, carbuncles and sores, arthralgia with numbness and muscular contracture.",Raising the level of white blood cells.,,Raising the level of white blood cells.,Blood activation and stasis removal,活血化淤,,4657;7216,,86;87,HERB000746;HERB000747
CWIHE008903,TCMBANKHE008903,liver-pacifying and wind-extinguishing medicinal,2.息风止痉药(8-8),蜈蚣,Centipede;Centipede (Scolopendra subspinipes);Arborescent Aloe,WU GONG;WU GONG ZHANG,Scolopendra subspinipes mutilans;Aloe arborescens var. natalensis,Warm; Pungent,Liver,dried body;fresh juice of leaf,"To calm, lower blood pressure, extinguish wind and check tetany, resolve toxin and dissipate binds, free network vessels and relieve pain.To drain fire and resolve toxin, free stool.","Acute fright wind, chronic fright wind, tetanus, spasm, convulsion, toxin swelling of sores and open sores, scrofula with ulceration, intractable headache with pulling sensation, wind-damp impediment pain, hypertension.Liver fire and red eyes, dizziness, lung heat cough asthma, repletion heat constipation, swelling pain of welling abscess and sore, erythematous lupus.",Extremely Toxic,"1. Anti-convulsive. 2. Inhibiting the growth of dermatomyces in vitro. 3. Bacteriostatic and bacteriocidal, especially for Bacillus tuberculosis. ",For calming liver and containing wind,平肝息风,,3900;6658,,722,HERB005706;HERB005708
CWIHE008904,TCMBANKHE008904,,,美国薄荷,Oswegotea,MEI GUO BO HE,Monarda didyma,,,,,,,,,,,5599,,,HERB003842
CWIHE008905,TCMBANKHE008905,,,天茄子,Indian Nightshade,TIAN QIE ZI,Solanum indicum,,,"fruit, seed and leaf",To dispel wind and eliminate evil.,"Toothache, headache, deep-source nasal congestion.",,,,,,5116,,,HERB005462
CWIHE008906,TCMBANKHE008906,,,英国欧石楠,Cornish Heath,YING GUO OU SHI NAN,Erica vagans,,,,,,,,,,,2727,,,HERB006640
CWIHE008907,TCMBANKHE008907,,,高山黄华,Alplne Thermopsis,GAO SHAN HUANG HUA,Thermopsis alpina,,,flower and fruit,To extinguish wind and settle fright.,Rabid dog bite.,,,,,,6153,,,HERB001858
CWIHE008908,TCMBANKHE008908,,,穿山甲,Pangolin,CHUAN SHAN JIA,Manis pentadactyla,Minor cold; Salty,Stomach; Liver,scale,"To quicken blood and dissipate stasis, free menstruation and milk, disperse welling abscess.","Amenorrhea due to blood stasis, concretion and conglomeration, wind-damp impediment pain, galactostasis, swollen welling abscess, scrofula.",,Raising the level of white blood cells.,Blood activation and stasis removal,活血化淤,,7733,,113,HERB000876
CWIHE008909,TCMBANKHE008909,digestant medicinal,,鸡屎藤,Paederia scandens;Fevervine,,,,,,,,,,,,,,,,
CWIHE008910,TCMBANKHE008910,purgative medicinal,3.峻下逐水药(7-7),牵牛子,Pharbitis seed;Lobedleaf Pharbitis Seed,QIAN NIU ZI,Semen Pharbitidis,Cold; Bitter,Lung; Large Intestine; Kidney,seed,"To cause drastic purgation for clearing away retained fluid, and to kill worms.","Edema distention fullness, inhibited urine and stool, phlegm-rheum and accumulation-gathering, qi counterflow with cough and asthma, abdominal pain due to worm accumulation, ascariasis, taeniasis.",Extremely Toxic,"1. One of its components, pharbitin, is purgative.2. Large dosage may induc hyperemia of kidney and cause hematuria.3. Killing Ascaris suis in vitro.",Drastic Purgatives,通水药,SMHB00318,4848,318,568,HERB004469
CWIHE008911,TCMBANKHE008911,,,牛膝;怀牛膝,root of Twotooth Achyranthes,NIU XI;HUAI NIU XI,Radix Achyranthis bidentatae,Mild; Sweet; Sour; Bitter,Liver; Kidney,root;Achyranthes bidentata Bl,"To replenish the liver and the kidney, to strengthen the tendons and bones, to eliminate blood stasis and stimulate menstrual discharge, and to lead the blood to flow downward.Treament of soreness of the lumbar and knee joints with weakness inthe legs, amenorrhea with mass formation in the abdomen, dizziness due to hyperactivity of the liver.","Aching in lumbus and knees, amenorrhea due to blood stasis, dysmenorrhea, postpartum blood stasis abdominal pain, concretion and conglomeration, retention of placenta , heat strangury, blood strangury, knocks and falls, swollen welling abscess and malign sore, swelling pain in throat. ",,"1. Inhibiting the progress of experimental arthritis in animals, and antiphlogistic and antioncotic.2. Its decoction or infusion induce concentration of gravid or ungravid uterus in experimental animals.3. Its decoction exerts a transient hypotensive and ",Blood Activating Stasis Removing Drugs;Blood activation and stasis removal,活血祛瘀药,SMHB00304,5736;2225,304,533;361,HERB004218;HERB002475
CWIHE008912,TCMBANKHE008912,,,外卷唐松草,Waxy Meadowrue,WAI JUAN TANG SONG CAO,Thalictrum revolutum,,,,,,,,,,,6477,,,HERB005611
CWIHE008913,TCMBANKHE008913,,,清香木姜子,Fourflower Litse,QING XIANG MU JIANG ZI,Litsea euosma,,,leaf,"To dispel wind and move qi , fortify spleen and disinhibit damp, resolve toxin.","Abdominal distention and pain, summerheat-damp vomiting and diarrhea, pain in joints, edema, innominate toxin swelling.",,,,,,2077,,,HERB004542
CWIHE008914,TCMBANKHE008914,,,绣线菊,Japanese Spiraea,XIU XIAN JU,Spiraea japonica,,,root,See Spiraea japonica var. Fortunei.,See Spiraea japonica var. Fortunei.,,,,,,7641,,,HERB006256
CWIHE008915,TCMBANKHE008915,,,叠鞘石斛,Denne Denrdobium,DIE QIAO SHI HU,Dendrobium aurantiacum var. denneanum,,,stem,See Dendrobium nobile.,See Dendrobium nobile.,,,,,,6554,,,HERB001304
CWIHE008916,TCMBANKHE008916,,,蟛蜞菊,Chinese Wedelia,PENG QI JU,Wedelia chinensis,,,whole herb,"To clear heat and resolve toxin, cool blood and dissipate stasis.","Common cold with fever, pharyngolaryngitis, parotitis, tonsillitis, diphtheria, pertussis, trachitis, pneumonia, tuberculosis and hemoptysis, nosebleed(epistaxis), hematuria, infective hepatitis, dysentery, hemorrhoids, swelling toxin of clove sore.",,,,,,1855,,,HERB004338
CWIHE008917,TCMBANKHE008917,,,肋果沙棘,Veinfruit Seabuckthorn,LEI GUO SHA JI,Hippophae neurocarpa,,,,,,,,,,,7988,,,HERB003289
CWIHE008918,TCMBANKHE008918,,,爪哇橄榄,Java Almond Canary-tree,ZHAO WA GAN LAN,Canarium commune,,,,,,,,,,,4468,,,HERB006945
CWIHE008919,TCMBANKHE008919,,,药用牡丹,Kingsbloom,YAO YONG MU DAN,Paeonia officinalis,,,,,,,,,,,4323,,,HERB006434
CWIHE008920,TCMBANKHE008920,,,水木草,Cuspidate Mnium Herb,SHUI MU CAO,Mnium cuspidatum,,,plant body,To cool blood and stanch bleeding.,"Nosebleed(epistaxis), blood ejection, hematochezia, flooding and spotting.",,,,,,2936,,,HERB005181
CWIHE008921,TCMBANKHE008921,,,白花丹参,Whiteflower Danshen,BAI HUA DAN SHEN,Salvia miltiorrhiza f. alba,,,root,See Salvia miltiorrhiza .,See Salvia miltiorrhiza.,,,,,,1022,,,HERB000199
CWIHE008922,TCMBANKHE008922,,,栾树,Paniculate Goldraintree Root-bark,LUAN SHU,Koelreuteria paniculata,,,root cortex,To clear liver and brighten eyes.,"Eye pain and tearing, red eyes with gall.",,,,,,3372,,,HERB003558
CWIHE008923,TCMBANKHE008923,,,大叶紫玉盘,Largeleaf Uvaria,DA YE ZI YU PAN,Uvaria macrophylla,,,,,,,,,,,4633,,,HERB001157
CWIHE008924,TCMBANKHE008924,,,芜菁甘蓝,Swede Seed,WU JING GAN LAN,Brassica napus var. napobrassica,,,,,,,,,,,3156,,,HERB005720
CWIHE008925,TCMBANKHE008925,,,羽叶丁香,Pinnateleaf Lilac,YU YE DING XIANG,Syringa pinnafolia,,,root or branch and trunk,"To warm center, downbear qi , warm kidney.","Cold pain in stomach duct and abdomen, cold asthma, prolapse of uterus, prolapse of rectum.",,,,,,1778,,,HERB006743
CWIHE008926,TCMBANKHE008926,,,披针叶钩藤,Lance-leaved Gambirplant,PI ZHEN YE GOU TENG,Uncaria lancifolia,,,,,,,,,,,2724,,,HERB004357
CWIHE008927,TCMBANKHE008927,,,樟脑罗勒,Grey Basil,ZHANG NAO LUO LE,Ocimum canum,,,,,,,,,,,4944,,,HERB006932
CWIHE008928,TCMBANKHE008928,,,蜘蛛抱蛋,Common Aspidistra,ZHI ZHU BAO DAN,Aspidistra elatior,,,rhizome,"To quicken blood and relieve pain, clear lung and relieve cough, disinhibit urine and free strangury.","Knocks and falls, wind-damp impediment pain, lumbago, amenorrhea and dysmenorrhea, lung heat cough, sand strangury, inhibited urination.",,,,,,1725,,,HERB007043
CWIHE008929,TCMBANKHE008929,,,柳杉,Chinese Cedar,LIU SHAN,Cryptomeria fortunei,,,root cortex or bark,"To resolve toxin, kill worms, relieve itch.","Lichen sore, goose-foot wind, scalds.",,,,,,4164,,,HERB003459
CWIHE008930,TCMBANKHE008930,,,三棱叶金丝桃,Triangular-leaf StJohn’swort,SAN LENG YE JIN SI TAO,Hypericum triquetrifolium,,,,,,,,,,,4202,,,HERB004775
CWIHE008931,TCMBANKHE008931,,,刺天茄,Khasi Nightshade Fruit,CI TIAN QIE,Solanum khasianum,,,fruit,"To expel wind and relieve pain, clear heat and resolve toxin.","Wind-damp pain, bleeding due to external injury, nervous headache, stomachache, toothache, mastitis, epidemic parotitis.",,,,,,6139,,,HERB000936
CWIHE008932,TCMBANKHE008932,,,蓝睡莲,Blue Waterlily,LAN SHUI LIAN,Nymphaea caerulea,,,,,,,,,,,7067,,,HERB003260
CWIHE008933,TCMBANKHE008933,,,尖叶叶下珠,Sharpleaf Leafflower,JIAN YE YE XIA ZHU,Phyllanthus acuminatus,,,,,,,,,,,4420,,,HERB002823
CWIHE008934,TCMBANKHE008934,,,缬草,Common VaIeriana,,,,,,,,,,,,,,,,
CWIHE008935,TCMBANKHE008935,,,臀形果,Topeng Pygeum,,,,,,,,,,,,,,,,
CWIHE008936,TCMBANKHE008936,,,水榕,Lidded Cleistocalyx,SHUI RONG,Cleistocalyx operculatus,,,bud,"To clear heat and resolve toxin, dispel summerheat and engender liquid, disperse stagnation and disinhibit damp.","Fever and headache due to external contraction, summerheat-heat and vexation and thirst, heat toxin diarrhea dysentery, accumulation with abdominal distention.",,,,,,1824,,,HERB005188
CWIHE008937,TCMBANKHE008937,,,苏铁叶,Sago Frond,SU TIE YE,Cycas revoluta,,,leaf,"To rectify qi and relieve pain, stanch bleeding and dissipate stasis, resolve toxin and disperse swelling.","Diarrhea, dysentery, liver stomach qi pain, amenorrhea, blood ejection, hematochezia, toxin swelling, bleeding due to external injury, knocks and falls, backache.",,,,,,2658,,,HERB005300
CWIHE008938,TCMBANKHE008938,,,汉防己,Yellowmouth  Dutchmanspipe ,,,,,,,,,,,,,,,,
CWIHE008939,TCMBANKHE008939,,,宿根獐芽菜,Alpine Bog-swertia,,,,,,,,,,,,,,,,
CWIHE008940,TCMBANKHE008940,,,细柄薯蓣,Thinstiped Yam,XI BING SHU YU,Dioscorea tenuipes,,,rhizome,"To dispel wind-damp, soothe sinews and quicken network vessels.","Wind-damp impediment pain, hypertonicity of sinews and vessels, numbness in limbs, knocks and falls, taxation damage hypodynamia.",,,,,,1795,,,HERB005795
CWIHE008941,TCMBANKHE008941,,,阿拉伯金合欢,Arabian Acacia,A LA BO JIN HE HUAN,Acacia arabica,,,,,,,,,,,5352,,,HERB000019
CWIHE008942,TCMBANKHE008942,,,精香茅,Citronella-grass,JING XIANG MAO,Cymbopogon nardus,,,,,,,,,,,4758,,,HERB002994
CWIHE008943,TCMBANKHE008943,,,无核蜜桔,Satsuma,WU HE MI JU,Citrus unshiu,,,fruit,See Citrus chachiensis.,See Citrus chachiensis .,,,,,,8041,,,HERB005709
CWIHE008944,TCMBANKHE008944,,,聚花过路黄,Denseflower Loosestrife,JU HUA GUO LU HUANG,Lysimachia congestiflora,,,whole herb,"To dispel wind and dissipate cold, relieve cough and transform phlegm, resolve toxin and disinhibit damp, disperse accumulation and expel stone.","Wind-cold common cold, cough with profuse phlegm, swelling pain in throat, jaundice, gallstones, urethral stone, child gan accumulation, welling abscess and flat ab scess with clove sore, poisonous snake bite.",,,,,,1526,,,HERB003032
