CWI_ID,TCMBank_ID,Gene_name,Gene_alias,Description,Map_location,Gene_Type,TTD_gene_type
CWITA013902,TCMBANKGE013902,HDAC9,HD7; HD7b; HD9; HDAC; HDAC7; HDAC7B; HDAC9B; HDAC9FL; HDRP; MITR,histone deacetylase 9,7p21.1,protein-coding,Patented target
CWITA013903,TCMBANKGE013903,B3GAT1,CD57; GLCATP; GLCUATP; HNK1; LEU7; NKN1; NK1,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)",11q25,protein-coding,
CWITA013904,TCMBANKGE013904,COX7B,APLCC; LSDMCA2,cytochrome c oxidase subunit 7B,Xq21.1,protein-coding,/
CWITA013905,TCMBANKGE013905,C1orf115,RDD1,chromosome 1 open reading frame 115,1q41,protein-coding,/
CWITA013906,TCMBANKGE013906,PLOD1,FLJ42041; LH; LH1; LLH; PLOD,"procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1",1p36.22,protein-coding,
CWITA013907,TCMBANKGE013907,GLDC,GCE; GCSP; HYGN1; MGC138198; MGC138200,glycine dehydrogenase (decarboxylating),9p22,protein-coding,
CWITA013908,TCMBANKGE013908,NKD1,Naked1,NKD inhibitor of WNT signaling pathway 1,16q12.1,protein-coding,/
CWITA013909,TCMBANKGE013909,DACT1,DAPPER; DAPPER1; DPR1; FRODO; HDPR1; TBS2; THYEX3,dishevelled binding antagonist of beta catenin 1,14q23.1,protein-coding,/
CWITA013910,TCMBANKGE013910,ERVW-1,ENV; ENVW; ERVWE1; HERV-7q; HERV-W-ENV; HERV7Q; HERVW; HERVWENV,"endogenous retrovirus group W member 1, envelope",7q21.2,protein-coding,/
CWITA013911,TCMBANKGE013911,TATDN3,-,TatD DNase domain containing 3,1q32.3,protein-coding,/
CWITA013912,TCMBANKGE013912,DDX39B,BAT1; D6S81E; UAP56,DExD-box helicase 39B,6p21.33,protein-coding,/
CWITA013913,TCMBANKGE013913,NGF,BetaNNGF; HSAN5; MGC161426; MGC161428; NGFB,nerve growth factor (beta polypeptide),1p13.1,protein-coding,
CWITA013914,TCMBANKGE013914,CLIC1,CL1C1; CLCNL1; G6; NCC27,chloride intracellular channel 1,6p21.33,protein-coding,Research target
CWITA013915,TCMBANKGE013915,MYOM1,SKELEMIN,myomesin 1,18p11.31,protein-coding,/
CWITA013916,TCMBANKGE013916,D2HGDH,D2HGD,D-2-hydroxyglutarate dehydrogenase,2q37.3,protein-coding,/
CWITA013917,TCMBANKGE013917,ADAMTS3,ADAMTS-4; HKLLS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,4q13.3,protein-coding,/
CWITA013918,TCMBANKGE013918,STON2,STN2; STNB; STNB2,stonin 2,14q31.1,protein-coding,/
CWITA013919,TCMBANKGE013919,ECM1,URBWD,extracellular matrix protein 1,1q21.2,protein-coding,/
CWITA013920,TCMBANKGE013920,PCOLCE,PCPE; PCPE-1; PCPE1,procollagen C-endopeptidase enhancer,7q22.1,protein-coding,/
CWITA013921,TCMBANKGE013921,MPDU1,CDGIF; HBEBP2BPA; Lec35; My008; PP3958; PQLC5; SL15; SLC66A5,mannose-P-dolichol utilization defect 1,17p13.1,protein-coding,/
CWITA013922,TCMBANKGE013922,GABRA2,FLJ97076,"gamma-aminobutyric acid (GABA) A receptor, alpha 2",4p12,protein-coding,
CWITA013923,TCMBANKGE013923,ACSL4,ACS4; FACL4; LACS4; MRX63; MRX68,acyl-CoA synthetase long chain family member 4,Xq23,protein-coding,/
CWITA013924,TCMBANKGE013924,CGA,CG-ALPHA; FSHA; GPA1; GPHA1; GPHa; HCG; LHA; TSHA,"glycoprotein hormones, alpha polypeptide",6q14.3,protein-coding,Research target
CWITA013925,TCMBANKGE013925,TOP3A,MGRISCE2; PEOB5; TOP3; ZGRF7,DNA topoisomerase III alpha,17p11.2,protein-coding,/
CWITA013926,TCMBANKGE013926,RXRB,DAUDI6; H-2RIIBP; NR2B2; RCoR-1,retinoid X receptor beta,6p21.32,protein-coding,Successful target
CWITA013927,TCMBANKGE013927,TBPL2,TBP2; TRF3,TATA-box binding protein like 2,14q22.3,protein-coding,/
CWITA013928,TCMBANKGE013928,TLE1,ESG; ESG1; GRG1,"TLE family member 1, transcriptional corepressor",9q21.32,protein-coding,/
CWITA013929,TCMBANKGE013929,GNA12,NNX3; RMP; gep,G protein subunit alpha 12,7p22.3-p22.2,protein-coding,/
CWITA013930,TCMBANKGE013930,TYR,ATN; CMM8; OCA1; OCA1A; OCAIA; SHEP3,tyrosinase,11q14.3,protein-coding,Successful target
CWITA013931,TCMBANKGE013931,PPY,PNP; PP,pancreatic polypeptide,17q21.31,protein-coding,Clinical Trial target
CWITA013932,TCMBANKGE013932,CYP4F3,CPF3; CYP4F; CYPIVF3; LTB4H,cytochrome P450 family 4 subfamily F member 3,19p13.12,protein-coding,/
CWITA013933,TCMBANKGE013933,CDK15,ALS2CR7; PFTAIRE2; PFTK2,cyclin dependent kinase 15,2q33.1,protein-coding,/
CWITA013934,TCMBANKGE013934,ECT2,ARHGEF31,epithelial cell transforming 2,3q26.31,protein-coding,/
CWITA013935,TCMBANKGE013935,ARSF,ASF,arylsulfatase F,Xp22.33,protein-coding,/
CWITA013936,TCMBANKGE013936,FGF6,HBGF-6; HST2,fibroblast growth factor 6,12p13.32,protein-coding,/
CWITA013937,TCMBANKGE013937,LURAP1L,C9orf150; HYST0841; LRAP35b; bA3L8.2,leucine rich adaptor protein 1 like,9p23,protein-coding,/
CWITA013938,TCMBANKGE013938,ETNK2,EKI2; HMFT1716,ethanolamine kinase 2,1q32.1,protein-coding,/
CWITA013939,TCMBANKGE013939,VWA5B2,-,von Willebrand factor A domain containing 5B2,3q27.1,protein-coding,/
CWITA013940,TCMBANKGE013940,SOAT1,ACACT; ACAT; ACAT-1; ACAT1; SOAT; STAT,sterol O-acyltransferase 1,1q25.2,protein-coding,/
CWITA013941,TCMBANKGE013941,CYTH2,ARNO; CTS18; CTS18.1; PSCD2; PSCD2L; SEC7L; Sec7pNL; Sec7pNlike,cytohesin 2,19q13.33,protein-coding,
CWITA013942,TCMBANKGE013942,PERP,KCP1; KRTCAP1; PIGPC1; THW; dJ496H19.1,p53 apoptosis effector related to PMP22,6q23.3,protein-coding,/
CWITA013943,TCMBANKGE013943,GET1,CHD5; WRB,guided entry of tail-anchored proteins factor 1,21q22.2,protein-coding,/
CWITA013944,TCMBANKGE013944,UGT1A4,GNT1; HUG-BR2; UDPGT; UDPGT 1-4; UGT-1A; UGT-1D; UGT1; UGT1-01; UGT1-04; UGT1.1; UGT1.4; UGT1A; UGT1A1; UGT1A4S; UGT1D; hUG-BR1,UDP glucuronosyltransferase family 1 member A4,2q37.1,protein-coding,/
CWITA013945,TCMBANKGE013945,RTN4RL2,NGRH1; NgR2,reticulon 4 receptor like 2,11q12.1,protein-coding,/
CWITA013946,TCMBANKGE013946,ANKRD39,-,ankyrin repeat domain 39,2q11.2,protein-coding,/
CWITA013947,TCMBANKGE013947,RPS11,S11,ribosomal protein S11,19q13.33,protein-coding,/
CWITA013948,TCMBANKGE013948,TGFB3,ARVD; ARVD1; LDS5; RNHF; TGF-beta3,transforming growth factor beta 3,14q24.3,protein-coding,Clinical Trial target
CWITA013949,TCMBANKGE013949,CYP4F2,CPF2,"cytochrome P450, family 4, subfamily F, polypeptide 2",19p13.12,protein-coding,
CWITA013950,TCMBANKGE013950,SLC25A29,C14orf69; CACL; ORNT3,solute carrier family 25 member 29,14q32.2,protein-coding,/
CWITA013951,TCMBANKGE013951,TTC6,C14orf25; NCRNA00291,tetratricopeptide repeat domain 6,14q21.1,protein-coding,/
CWITA013952,TCMBANKGE013952,GALNT4,GALNAC-T4; GALNACT4,polypeptide N-acetylgalactosaminyltransferase 4,12q21.33,protein-coding,/
CWITA013953,TCMBANKGE013953,PPP5D1,-,PPP5 tetratricopeptide repeat domain containing 1,19q13.32,protein-coding,/
CWITA013954,TCMBANKGE013954,MED1,CRSP1; CRSP200; DRIP205; DRIP230; PBP; PPARBP; PPARGBP; RB18A; TRAP220; TRIP2,mediator complex subunit 1,17q12,protein-coding,/
CWITA013955,TCMBANKGE013955,AKR1B15,"AKR1B10L; AKR1B10L, AK1R1B7; AKR1R1B7",aldo-keto reductase family 1 member B15,7q33,protein-coding,/
CWITA013956,TCMBANKGE013956,DYNC1H1,CMT2O; DHC1; DHC1a; DNCH1; DNCL; DNECL; DYHC; Dnchc1; HL-3; SMALED1; p22,dynein cytoplasmic 1 heavy chain 1,14q32.31,protein-coding,/
CWITA013957,TCMBANKGE013957,SLC6A12,BGTN1; BGT1; FLJ38727; GAT2,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12",12p13,protein-coding,
CWITA013958,TCMBANKGE013958,RAB3GAP2,RAB3-GAP150; RAB3GAP150; SPG69; WARBM2; p150,RAB3 GTPase activating non-catalytic protein subunit 2,1q41,protein-coding,/
CWITA013959,TCMBANKGE013959,C7orf33,-,chromosome 7 open reading frame 33,7q36.1,protein-coding,/
CWITA013960,TCMBANKGE013960,FNTB,FPTB,"farnesyltransferase, CAAX box, beta",14q23.3,protein-coding,Research target
CWITA013961,TCMBANKGE013961,SEMA6C,SEMAY; m-SemaY; m-SemaY2,semaphorin 6C,1q21.3,protein-coding,/
CWITA013962,TCMBANKGE013962,SLC4A11,BTR1; CDPD1; CHED; CHED2; NABC1; dJ794I6.2,solute carrier family 4 member 11,20p13,protein-coding,/
CWITA013963,TCMBANKGE013963,KCNU1,KCNMC1; KCa5; KCa5.1; Kcnma3; Slo3,potassium calcium-activated channel subfamily U member 1,8p11.23,protein-coding,Research target
CWITA013964,TCMBANKGE013964,KHK,-,ketohexokinase,2p23.3,protein-coding,Research target
CWITA013965,TCMBANKGE013965,MED1,CRSP1; CRSP200; DRIP205; DRIP230; MGC71488; PBP; PPARBP; PPARGBP; RB18A; TRAP220; TRIP2,mediator complex subunit 1,17q12,protein-coding,
CWITA013966,TCMBANKGE013966,SLC22A7,NLT; OAT2; hOAT11,solute carrier family 22 member 7,6p21.1,protein-coding,/
CWITA013967,TCMBANKGE013967,TKT,HEL-S-48; HEL107; SDDHD; TK; TKT1,Transketolase,3p21.1,protein-coding,
CWITA013968,TCMBANKGE013968,CA5A,CA5; CAV; CAVA,"carbonic anhydrase VA, mitochondrial",16q24.3,protein-coding,
CWITA013969,TCMBANKGE013969,TRIB1,C8FW; GIG-2; GIG2; SKIP1; TRB-1; TRB1,tribbles pseudokinase 1,8q24.13,protein-coding,/
CWITA013970,TCMBANKGE013970,NAA15,Ga19; MRD50; NARG1; NAT1P; NATH; TBDN; TBDN100,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",4q31.1,protein-coding,/
CWITA013971,TCMBANKGE013971,ANXA3,ANX3,annexin A3,4q21.21,protein-coding,/
CWITA013972,TCMBANKGE013972,ZYX,ESP-2; HED-2,zyxin,7q34,protein-coding,/
CWITA013973,TCMBANKGE013973,SLC7A9,BAT1; CSNU3,solute carrier family 7 member 9,19q13.11,protein-coding,/
CWITA013974,TCMBANKGE013974,BBS9,B1; C18; D1; PTHB1,Bardet-Biedl syndrome 9,7p14.3,protein-coding,/
CWITA013975,TCMBANKGE013975,TRIAP1,HSPC132; MDM35; P53CSV; WF-1,TP53 regulated inhibitor of apoptosis 1,12q24.31,protein-coding,/
CWITA013976,TCMBANKGE013976,CAP2,-,cyclase associated actin cytoskeleton regulatory protein 2,6p22.3,protein-coding,/
CWITA013977,TCMBANKGE013977,ANKRD66,-,ankyrin repeat domain 66,6p12.3,protein-coding,/
CWITA013978,TCMBANKGE013978,SLC16A8,MCT3; REMP,solute carrier family 16 member 8,22q13.1,protein-coding,/
CWITA013979,TCMBANKGE013979,ELOVL6,FACE; FAE; LCE,ELOVL fatty acid elongase 6,4q25,protein-coding,/
CWITA013980,TCMBANKGE013980,ANAPC10,APC10; DOC1,anaphase promoting complex subunit 10,4q31.21,protein-coding,/
CWITA013981,TCMBANKGE013981,HIF1AN,FIH1,hypoxia inducible factor 1 subunit alpha inhibitor,10q24.31,protein-coding,/
CWITA013982,TCMBANKGE013982,HOXC6,CP25; HHO.C8; HOX3; HOX3C,homeobox C6,12q13.13,protein-coding,/
CWITA013983,TCMBANKGE013983,TARS2,COXPD21; TARSL1; thrRS,"threonyl-tRNA synthetase 2, mitochondrial",1q21.2,protein-coding,/
CWITA013984,TCMBANKGE013984,EPOR,EPONR; MGC138358,erythropoietin receptor,19p13.3-p13.2,protein-coding,
CWITA013985,TCMBANKGE013985,ZNF674,MRX92; ZNF673B,zinc finger protein 674,Xp11.3,protein-coding,/
CWITA013986,TCMBANKGE013986,MAN1C1,HMIC; MAN1A3; MAN1C; pp6318,mannosidase alpha class 1C member 1,1p36.11,protein-coding,/
CWITA013987,TCMBANKGE013987,CNGA3,ACHM2; CCNC1; CCNCa; CCNCalpha; CNCG3; CNG3,cyclic nucleotide gated channel subunit alpha 3,2q11.2,protein-coding,Research target
CWITA013988,TCMBANKGE013988,SPOCK3,HSAJ1454; TES-3; TICN3,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",4q32.3,protein-coding,/
CWITA013989,TCMBANKGE013989,CYP2C19,CPCJ; CYP2C; P450C2C; P450IIC19,"cytochrome P450, family 2, subfamily C, polypeptide 19",10q24,protein-coding,
CWITA013990,TCMBANKGE013990,PTS,PTPS,6-pyruvoyltetrahydropterin synthase,11q23.1,protein-coding,/
CWITA013991,TCMBANKGE013991,PSTPIP2,MAYP,proline-serine-threonine phosphatase interacting protein 2,18q21.1|tdb7990,protein-coding,/
CWITA013992,TCMBANKGE013992,PAK2,PAK65; PAKgamma,p21 (RAC1) activated kinase 2,3q29,protein-coding,Research target
CWITA013993,TCMBANKGE013993,PDSS1,COQ1; DPS; MGC70953; RP13-16H11.3; SPS; TPRT; TPT; TPT_1; hDPS1,"Prenyl (Decaprenyl) Diphosphate Synthase, Subunit 1",10p12.1,protein-coding,
CWITA013994,TCMBANKGE013994,FAM102B,SYM-3B,family with sequence similarity 102 member B,1p13.3,protein-coding,/
CWITA013995,TCMBANKGE013995,CYC1,UQCR4,cytochrome c-1,8q24.3,protein-coding,
CWITA013996,TCMBANKGE013996,ESRRG,ERR-gamma; ERR3; ERRg; ERRgamma; NR3B3,estrogen related receptor gamma,1q41,protein-coding,Research target
CWITA013997,TCMBANKGE013997,GTDC1,Hmat-Xa; mat-Xa,glycosyltransferase like domain containing 1,2q22.3,protein-coding,/
CWITA013998,TCMBANKGE013998,PGLYRP3,MGC149197; PGRPNIalpha; PGRPIA,peptidoglycan recognition protein 3,1q21,protein-coding,
CWITA013999,TCMBANKGE013999,CYTH1,B2-1; CYTOHESIN-1; D17S811E; PSCD1; SEC7,cytohesin 1,17q25.3,protein-coding,/
CWITA014000,TCMBANKGE014000,POTED,A26B3; ANKRD21; CT104.1; POTE; POTE-21; POTE21,POTE ankyrin domain family member D,21q11.2,protein-coding,/
CWITA014001,TCMBANKGE014001,UBR1,JBS,ubiquitin protein ligase E3 component n-recognin 1,15q15.2,protein-coding,/
CWITA014002,TCMBANKGE014002,MKL1,BSAC; MAL; MRTFNA,megakaryoblastic leukemia (translocation) 1,22q13,protein-coding,
CWITA014003,TCMBANKGE014003,IGFBP2,IBP2; IGF-BP53,insulin like growth factor binding protein 2,2q35,protein-coding,Research target
CWITA014004,TCMBANKGE014004,CORT,CST-14; CST-17; CST-29,cortistatin,1p36.22,protein-coding,/
CWITA014005,TCMBANKGE014005,PRRC2B,BAT2L; BAT2L1; KIAA0515; LQFBS-1,proline rich coiled-coil 2B,9q34.13,protein-coding,/
CWITA014006,TCMBANKGE014006,CDC42BPB,MRCKB,CDC42 binding protein kinase beta,14q32.32,protein-coding,/
CWITA014007,TCMBANKGE014007,EDEM3,C1orf22,ER degradation enhancing alpha-mannosidase like protein 3,1q25.3,protein-coding,/
CWITA014008,TCMBANKGE014008,PRDM8,EPM10; KMT8D; PFM5,PR/SET domain 8,4q21.21,protein-coding,/
CWITA014009,TCMBANKGE014009,CCKAR,CCK-A; CCK1-R; CCK1R; CCKRA,cholecystokinin A receptor,4p15.2,protein-coding,Clinical Trial target
CWITA014010,TCMBANKGE014010,PRSS23,SIG13; SPUVE; ZSIG13,serine protease 23,11q14.2,protein-coding,/
CWITA014011,TCMBANKGE014011,KCTD14,-,potassium channel tetramerization domain containing 14,11q14.1,protein-coding,/
CWITA014012,TCMBANKGE014012,RPH3A,-,rabphilin 3A,12q24.13,protein-coding,Research target
CWITA014013,TCMBANKGE014013,BPI,N,bactericidal/permeability-increasing protein,20q11.23,protein-coding,
CWITA014014,TCMBANKGE014014,NUAK1,ARK5,NUAK family kinase 1,12q23.3,protein-coding,Research target
CWITA014015,TCMBANKGE014015,BCHE,BCHED; CHE1; CHE2; E1,butyrylcholinesterase,3q26.1,protein-coding,Successful target
CWITA014016,TCMBANKGE014016,ZNF18,HDSG1; KOX11; ZKSCAN6; ZNF535; ZSCAN38; Zfp535,zinc finger protein 18,17p12,protein-coding,/
CWITA014017,TCMBANKGE014017,MCCC2,MCCB,methylcrotonoyl-CoA carboxylase 2 (beta),5q12-q13,protein-coding,
CWITA014018,TCMBANKGE014018,ISM2,TAIL1; THSD3,isthmin 2,14q24.3,protein-coding,/
CWITA014019,TCMBANKGE014019,NR3C2,FLJ41052; MCR; MGC133092; MLR; MR; NR3C2VIT,"nuclear receptor subfamily 3, group C, member 2",4q31.1,protein-coding,
CWITA014020,TCMBANKGE014020,IL27RA,CRL1; IL-27RA; IL27R; TCCR; WSX1; zcytor1,interleukin 27 receptor subunit alpha,19p13.12,protein-coding,/
CWITA014021,TCMBANKGE014021,TBCD,PEBAT; SSD-1; tfcD,tubulin folding cofactor D,17q25.3,protein-coding,/
CWITA014022,TCMBANKGE014022,ZDHHC6,DHHC-6; DHHC6; ZNF376,zinc finger DHHC-type palmitoyltransferase 6,10q25.2,protein-coding,/
CWITA014023,TCMBANKGE014023,SLC2A7,GLUT7,"solute carrier family 2 (facilitated glucose transporter), member 7",1p36.2,protein-coding,
CWITA014024,TCMBANKGE014024,AGTR1,AG2S; AGTR1A; AGTR1B; AT1; AT1B; AT1R; AT2R1; AT2R1A; AT2R1B; HAT1R,"angiotensin II receptor, type 1",3q24,protein-coding,
CWITA014025,TCMBANKGE014025,BHLHE23,BETA4; BHLHB4; Beta3b; bA305P22.3,basic helix-loop-helix family member e23,20q13.33,protein-coding,/
CWITA014026,TCMBANKGE014026,PGAM4,PGAM-B; PGAM1; PGAM3; dJ1000K24.1,phosphoglycerate mutase family member 4,Xq21.1,protein-coding,/
CWITA014027,TCMBANKGE014027,FABP1,FABPL; L-FABP,fatty acid binding protein 1,2p11.2,protein-coding,Successful target
CWITA014028,TCMBANKGE014028,IGF2R,CD222; CIMPR; M6PNR; MPR1; MPRI,insulin-like growth factor 2 receptor,6q26,protein-coding,
CWITA014029,TCMBANKGE014029,SLC15A1,HPECT1; HPEPT1; PEPT1,solute carrier family 15 member 1,13q32.2-q32.3,protein-coding,Research target
CWITA014030,TCMBANKGE014030,ZNF83,HPF1; ZNF816B,zinc finger protein 83,19q13.41,protein-coding,/
CWITA014031,TCMBANKGE014031,GCNT1,C2GNT; C2GNT-L; C2GNT1; G6NT; NACGT2; NAGCT2,glucosaminyl (N-acetyl) transferase 1,9q21.13,protein-coding,/
CWITA014032,TCMBANKGE014032,RNF146,-,ring finger protein 146,6q22.33,protein-coding,/
CWITA014033,TCMBANKGE014033,MAT2B,MAT-II; MATIIbeta; Nbla02999; SDR23E1; TGR,methionine adenosyltransferase 2B,5q34,protein-coding,/
CWITA014034,TCMBANKGE014034,TOE1,PCH7; hCaf1z,"target of EGR1, exonuclease",1p34.1,protein-coding,/
CWITA014035,TCMBANKGE014035,SLC44A2,CTL2; DKFZp666A071; FLJ44586; PP1292,"solute carrier family 44, member 2",19p13.1,protein-coding,
CWITA014036,TCMBANKGE014036,ZNF705D,ZNF705C,zinc finger protein 705D,8p23.1,protein-coding,/
CWITA014037,TCMBANKGE014037,GZMM,LMET1; MET1,granzyme M,19p13.3,protein-coding,/
CWITA014038,TCMBANKGE014038,C12orf60,-,chromosome 12 open reading frame 60,12p13.1-p12.3,protein-coding,/
CWITA014039,TCMBANKGE014039,20S,-,"DNA segment, 20S",-,unknown,/
CWITA014040,TCMBANKGE014040,PLXNA1,NOV; NOVP; PLEXIN-A1; PLXN1,plexin A1,3q21.3,protein-coding,/
CWITA014041,TCMBANKGE014041,LSM2,C6orf28; G7B; YBL026W; snRNP,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",6p21.33,protein-coding,/
CWITA014042,TCMBANKGE014042,INPP5D,SHIP; SHIP-1; SHIP1; SIP-145; hp51CN; p150Ship,inositol polyphosphate-5-phosphatase D,2q37.1,protein-coding,Clinical Trial target
CWITA014043,TCMBANKGE014043,UCN,UI; UROC,urocortin,2p23.3,protein-coding,/
CWITA014044,TCMBANKGE014044,SF1,BBP; D11S636; MBBP; ZCCHC25; ZFM1; ZNF162,splicing factor 1,11q13.1,protein-coding,/
CWITA014045,TCMBANKGE014045,ATF5,ATFX; HMFN0395,activating transcription factor 5,19q13.33,protein-coding,/
CWITA014046,TCMBANKGE014046,PDC,MEKA; PHD; PhLOP; PhLP,phosducin,1q25.2,protein-coding,
CWITA014047,TCMBANKGE014047,FKBP1A,FKBPN12; FKBP1; FKBP12; PKC12; PKCI2; PPIASE,"FK506 binding protein 1A, 12kDa",20p13,protein-coding,
CWITA014048,TCMBANKGE014048,SLC7A11,CCBR1; xCT,"solute carrier family 7, (cationic amino acid transporter, y+ system) member 11",4q28-q32,protein-coding,
CWITA014049,TCMBANKGE014049,MAP3K10,MEKK10; MLK2; MST,mitogen-activated protein kinase kinase kinase 10,19q13.2,protein-coding,Research target
CWITA014050,TCMBANKGE014050,GABRA1,ECA4; EIEE19; EJM; EJM5,gamma-aminobutyric acid type A receptor subunit alpha1,5q34,protein-coding,Successful target
CWITA014051,TCMBANKGE014051,CHRNA7,CHRNA7N2; NACHRA7,"cholinergic receptor, nicotinic, alpha 7",15q14,protein-coding,
CWITA014052,TCMBANKGE014052,FOLR3,FRNG; FRNgamma; gammaNhFR,folate receptor 3 (gamma),11q13,protein-coding,
CWITA014053,TCMBANKGE014053,PTPN2,PTN2; PTPT; TC-PTP; TCELLPTP; TCPTP,"Protein Tyrosine Phosphatase, Non-Receptor Type 2",18p11.3-p11.2,protein-coding,
CWITA014054,TCMBANKGE014054,ZBTB6,ZID; ZNF482,zinc finger and BTB domain containing 6,9q33.2,protein-coding,/
CWITA014055,TCMBANKGE014055,AMY2A,AMY2; PA,amylase alpha 2A,1p21.1,protein-coding,Clinical Trial target
CWITA014056,TCMBANKGE014056,RIMKLB,FAM80B; NAAGS; NAAGS-I,ribosomal modification protein rimK like family member B,12p13.31,protein-coding,/
CWITA014057,TCMBANKGE014057,NOMO1,NOMO3; Nomo; PM5,NODAL modulator 1,16p13.11,protein-coding,
CWITA014058,TCMBANKGE014058,SIGIRR,IL-1R8; TIR8,single Ig and TIR domain containing,11p15.5,protein-coding,/
CWITA014059,TCMBANKGE014059,ZNFX1,-,zinc finger NFX1-type containing 1,20q13.13,protein-coding,/
CWITA014060,TCMBANKGE014060,SLC12A1,BSC1; MGC48843; NKCC2,"solute carrier family 12 (sodium/potassium/chloride transporters), member 1",15q15-q21.1,protein-coding,
CWITA014061,TCMBANKGE014061,PRPF31,NY-BR-99; PRP31; RP11; SNRNP61,pre-mRNA processing factor 31,19q13.42,protein-coding,/
CWITA014062,TCMBANKGE014062,CAPN5,ADNIV; HTRA3; VRNI; nCL-3,calpain 5,11q13.5,protein-coding,/
CWITA014063,TCMBANKGE014063,OR8U1,-,olfactory receptor family 8 subfamily U member 1,11q12.1,protein-coding,/
CWITA014064,TCMBANKGE014064,RNF24,G1L,ring finger protein 24,20p13,protein-coding,/
CWITA014065,TCMBANKGE014065,SERPINB8,C18orf53; CAP2; PI-8; PI8; PSS5,serpin family B member 8,18q22.1,protein-coding,/
CWITA014066,TCMBANKGE014066,C2orf76,AIM29,chromosome 2 open reading frame 76,2q14.2,protein-coding,/
CWITA014067,TCMBANKGE014067,AGXT,AGT; AGT1; AGXT1; PH1; SPAT; SPT; TLH6,alanine-glyoxylate aminotransferase,2q37.3,protein-coding,
CWITA014068,TCMBANKGE014068,ADORA3,A3AR; AD026; bA552M11.5,adenosine A3 receptor,1p13.2,protein-coding,
CWITA014069,TCMBANKGE014069,ANKS4B,HARP,ankyrin repeat and sterile alpha motif domain containing 4B,16p12.2,protein-coding,/
CWITA014070,TCMBANKGE014070,SNX5,-,sorting nexin 5,20p11.23,protein-coding,/
CWITA014071,TCMBANKGE014071,STAC,STAC1,SH3 and cysteine rich domain,3p22.3-p22.2,protein-coding,/
CWITA014072,TCMBANKGE014072,SARS,FLJ36399; SERRS; SERS,seryl-tRNA synthetase,1p13.3,protein-coding,
CWITA014073,TCMBANKGE014073,MCM8,C20orf154; POF10; dJ967N21.5,minichromosome maintenance 8 homologous recombination repair factor,20p12.3,protein-coding,/
CWITA014074,TCMBANKGE014074,ELMO3,CED-12; CED12; ELMO-3,engulfment and cell motility 3,16q22.1,protein-coding,/
CWITA014075,TCMBANKGE014075,NECAB3,APBA2BP; EFCBP3; NIP1; STIP3; SYTIP2; XB51; dJ63M2.4; dJ63M2.5,N-terminal EF-hand calcium binding protein 3,20q11.22,protein-coding,/
CWITA014076,TCMBANKGE014076,GTPBP2,JABELS,GTP binding protein 2,6p21.1,protein-coding,/
CWITA014077,TCMBANKGE014077,PURA,MRD31; PUR-ALPHA; PUR1; PURALPHA,purine rich element binding protein A,5q31.3,protein-coding,/
CWITA014078,TCMBANKGE014078,ZNF43,HTF6; KOX27; ZNF39L1,zinc finger protein 43,19p12,protein-coding,/
CWITA014079,TCMBANKGE014079,ACSL5,ACS2; ACS5; FACL5,acyl-CoA synthetase long chain family member 5,10q25.2,protein-coding,/
CWITA014080,TCMBANKGE014080,RECK,ST15,reversion inducing cysteine rich protein with kazal motifs,9p13.3,protein-coding,Research target
CWITA014081,TCMBANKGE014081,LANCL2,GPR69B; TASP,LanC like 2,7p11.2,protein-coding,/
CWITA014082,TCMBANKGE014082,CCT2,99D8.1; CCT-beta; CCTB; HEL-S-100n; PRO1633; TCP-1-beta,chaperonin containing TCP1 subunit 2,12q15,protein-coding,/
CWITA014083,TCMBANKGE014083,RSU1,RSP-1,Ras suppressor protein 1,10p13,protein-coding,/
CWITA014084,TCMBANKGE014084,SLC22A6,HOAT1; OAT1; PAHT; ROAT1,solute carrier family 22 member 6,11q12.3,protein-coding,/
CWITA014085,TCMBANKGE014085,PPP1R13L,IASPP; NKIP1; RAI; RAI4,protein phosphatase 1 regulatory subunit 13 like,19q13.32,protein-coding,/
